occupation,age,education_level,marital_status,communication_channel,call_month,call_day,call_duration,call_frequency,previous_campaign_outcome,conversion_status
executive,28,college,single,mobile,March,3,631,1,unidentified,1
retired_worker,67,college,single,landline,April,23,77,2,unidentified,0
manual_worker,37,elementary_school,married,unidentified,May,20,170,2,unidentified,0
service_worker,30,high_school,divorced,mobile,June,17,1720,1,unidentified,1
technical_specialist,54,college,married,mobile,July,8,554,1,unidentified,0
executive,51,college,married,mobile,May,22,168,1,unidentified,0
independent_worker,59,college,married,mobile,February,19,222,4,successful,1
service_worker,40,high_school,married,mobile,July,23,134,1,unidentified,0
administrative_staff,35,high_school,divorced,mobile,July,7,148,3,unidentified,0
executive,35,college,single,mobile,November,19,274,2,unidentified,0
manual_worker,25,high_school,single,mobile,July,13,195,2,successful,1
retired_worker,57,college,divorced,landline,November,21,26,1,unidentified,0
executive,46,college,married,mobile,September,17,543,1,unidentified,1
service_worker,33,high_school,married,mobile,November,3,179,1,unidentified,1
manual_worker,33,college,single,mobile,April,30,169,1,successful,1
executive,38,college,married,mobile,February,2,626,1,unidentified,1
executive,41,high_school,married,mobile,August,11,734,4,unidentified,1
executive,46,college,single,mobile,August,8,142,4,unidentified,0
technical_specialist,44,high_school,married,mobile,May,8,153,4,unsuccessful,0
retired_worker,59,high_school,married,unidentified,June,19,70,1,unidentified,0
administrative_staff,50,college,divorced,mobile,April,17,329,1,unidentified,0
administrative_staff,57,unidentified,married,mobile,August,9,628,1,unsuccessful,1
manual_worker,52,high_school,married,unidentified,June,20,496,3,unidentified,0
retired_worker,70,elementary_school,married,mobile,September,9,394,1,unidentified,1
executive,39,college,married,unidentified,May,28,189,7,unidentified,0
executive,44,college,married,mobile,June,3,136,6,successful,0
business_owner,45,college,divorced,mobile,July,24,144,1,unidentified,0
unidentified,40,college,married,mobile,August,19,258,2,unidentified,0
manual_worker,32,elementary_school,married,mobile,July,8,524,1,unidentified,0
technical_specialist,35,high_school,married,mobile,November,19,644,4,unidentified,1
administrative_staff,38,high_school,married,mobile,April,17,547,2,unidentified,1
independent_worker,27,college,single,unidentified,May,28,94,1,unidentified,0
technical_specialist,55,unidentified,married,mobile,August,2,108,3,successful,1
manual_worker,41,elementary_school,married,mobile,February,4,69,1,successful,0
administrative_staff,49,high_school,single,landline,November,20,65,2,unidentified,0
manual_worker,27,elementary_school,single,mobile,February,19,645,2,unidentified,1
executive,33,college,married,mobile,August,13,1148,2,unidentified,1
business_owner,54,unidentified,married,unidentified,June,20,13,7,unidentified,0
executive,25,college,single,mobile,February,17,485,1,unidentified,1
administrative_staff,45,high_school,married,mobile,August,25,42,6,unidentified,0
administrative_staff,31,high_school,single,mobile,May,12,306,1,unidentified,0
technical_specialist,32,high_school,single,mobile,August,29,193,2,unidentified,0
manual_worker,55,high_school,married,unidentified,May,9,136,2,unidentified,0
executive,34,high_school,single,mobile,July,17,506,1,unidentified,0
student,20,high_school,single,mobile,February,24,175,1,successful,1
manual_worker,31,elementary_school,single,unidentified,May,29,334,2,unidentified,0
business_owner,32,high_school,married,mobile,April,20,1202,3,unidentified,1
manual_worker,32,high_school,single,unidentified,May,26,202,2,unidentified,0
domestic_worker,45,college,married,unidentified,June,9,100,1,unidentified,0
manual_worker,49,elementary_school,married,mobile,July,7,491,3,unidentified,1
retired_worker,63,high_school,married,landline,November,11,93,2,unidentified,0
executive,31,college,single,mobile,April,20,37,1,unsuccessful,0
manual_worker,52,elementary_school,married,unidentified,May,23,93,4,unidentified,0
domestic_worker,33,elementary_school,married,mobile,August,25,472,6,unidentified,1
business_owner,43,high_school,married,mobile,July,18,635,3,unidentified,1
technical_specialist,36,college,married,mobile,October,20,347,3,unidentified,1
manual_worker,48,high_school,married,unidentified,May,14,629,2,unidentified,1
independent_worker,39,college,married,mobile,April,17,882,3,unidentified,1
student,24,high_school,single,unidentified,May,5,226,3,unidentified,0
executive,33,college,single,mobile,August,20,216,3,unidentified,0
technical_specialist,33,high_school,married,mobile,July,7,210,2,unidentified,0
retired_worker,69,elementary_school,divorced,mobile,July,2,260,2,unidentified,1
manual_worker,49,high_school,married,unidentified,June,4,167,1,unidentified,0
service_worker,39,high_school,single,mobile,May,15,14,3,unidentified,0
manual_worker,36,elementary_school,single,mobile,February,2,217,1,unsuccessful,0
administrative_staff,27,high_school,married,mobile,May,13,307,2,unidentified,0
jobless,26,high_school,single,mobile,January,28,1451,2,unidentified,1
retired_worker,52,elementary_school,married,mobile,April,17,299,2,unidentified,0
executive,26,college,single,mobile,June,2,479,1,unidentified,1
business_owner,52,college,single,mobile,April,16,583,1,successful,1
service_worker,30,high_school,divorced,mobile,July,25,524,10,unidentified,0
technical_specialist,44,high_school,divorced,mobile,August,13,234,1,unidentified,1
retired_worker,56,elementary_school,married,mobile,August,7,142,3,unidentified,0
administrative_staff,30,college,single,mobile,February,4,227,2,unidentified,1
executive,28,college,single,mobile,September,29,845,1,successful,1
administrative_staff,37,high_school,single,mobile,November,21,1555,2,unidentified,1
executive,49,college,married,mobile,June,1,205,1,successful,1
retired_worker,76,elementary_school,divorced,mobile,March,24,170,3,unidentified,1
administrative_staff,48,high_school,divorced,unidentified,June,2,133,1,unidentified,0
technical_specialist,27,college,single,mobile,July,25,728,2,unidentified,1
independent_worker,31,college,single,mobile,January,28,872,1,unidentified,1
administrative_staff,31,high_school,single,mobile,February,6,92,12,unidentified,0
executive,46,high_school,married,mobile,November,21,1222,2,unidentified,1
technical_specialist,42,high_school,married,mobile,August,11,149,1,unsuccessful,1
business_owner,48,high_school,married,mobile,July,28,431,2,unidentified,1
executive,60,high_school,married,mobile,June,12,95,7,unsuccessful,1
domestic_worker,38,college,single,mobile,June,3,137,3,unidentified,0
executive,35,high_school,single,mobile,November,18,59,1,unsuccessful,0
administrative_staff,37,college,married,mobile,April,27,124,1,unidentified,1
executive,51,elementary_school,married,unidentified,May,7,114,2,unidentified,0
technical_specialist,30,high_school,single,mobile,April,30,268,3,unidentified,1
executive,43,high_school,single,mobile,November,17,181,4,unidentified,0
technical_specialist,34,college,married,mobile,August,20,78,3,unidentified,1
service_worker,53,high_school,divorced,unidentified,July,2,25,1,successful,1
executive,37,college,married,mobile,November,21,69,9,unidentified,0
service_worker,29,high_school,single,unidentified,June,4,109,1,unidentified,0
technical_specialist,54,high_school,married,mobile,April,5,547,1,unsuccessful,1
technical_specialist,29,high_school,single,mobile,April,16,228,2,unidentified,0
executive,40,college,married,mobile,November,18,81,4,unidentified,0
technical_specialist,49,high_school,single,mobile,August,5,935,1,unidentified,1
technical_specialist,41,high_school,married,mobile,September,30,134,1,other_outcome,0
unidentified,43,elementary_school,married,landline,February,5,195,2,unidentified,0
manual_worker,38,high_school,single,unidentified,May,21,112,2,unidentified,0
manual_worker,51,high_school,married,mobile,July,29,125,2,unidentified,0
executive,25,college,single,mobile,September,23,856,1,unidentified,1
executive,45,high_school,divorced,mobile,May,6,1079,3,unidentified,0
service_worker,32,high_school,married,unidentified,June,2,364,13,unidentified,0
executive,33,college,married,mobile,August,21,102,2,unidentified,0
administrative_staff,43,high_school,married,mobile,July,29,80,2,unidentified,0
service_worker,30,high_school,single,mobile,May,15,760,1,unidentified,1
domestic_worker,59,college,married,landline,November,13,494,1,unidentified,1
manual_worker,60,elementary_school,married,mobile,February,6,58,2,unidentified,0
technical_specialist,32,high_school,married,mobile,July,17,926,1,unidentified,1
domestic_worker,44,elementary_school,married,mobile,July,29,223,6,unidentified,0
retired_worker,60,elementary_school,divorced,unidentified,June,27,244,1,unidentified,0
executive,35,college,married,mobile,February,23,155,1,unidentified,1
executive,39,college,married,mobile,August,18,150,4,unidentified,0
manual_worker,26,college,single,mobile,February,5,339,2,unidentified,0
administrative_staff,39,college,single,unidentified,June,17,77,1,unidentified,0
service_worker,29,high_school,married,mobile,May,15,792,2,unsuccessful,1
service_worker,27,high_school,single,mobile,June,4,182,1,unidentified,1
retired_worker,79,high_school,divorced,landline,February,8,105,2,unsuccessful,0
executive,35,college,married,mobile,June,3,467,1,unidentified,0
manual_worker,45,high_school,married,mobile,August,21,140,2,unidentified,0
executive,26,college,single,unidentified,May,30,228,2,unidentified,1
executive,56,high_school,married,unidentified,June,9,55,1,unidentified,0
administrative_staff,55,high_school,single,unidentified,May,5,100,2,unidentified,0
administrative_staff,37,high_school,married,unidentified,June,20,26,6,unidentified,0
executive,26,college,single,landline,April,29,164,23,unidentified,0
service_worker,37,high_school,married,unidentified,June,20,12,14,unidentified,0
technical_specialist,34,college,single,mobile,November,21,15,2,unidentified,0
manual_worker,38,elementary_school,married,mobile,April,16,283,1,unidentified,0
executive,29,college,single,mobile,February,18,147,1,unidentified,1
administrative_staff,39,high_school,divorced,mobile,November,21,744,2,unidentified,0
manual_worker,37,high_school,married,unidentified,May,5,204,1,unidentified,0
technical_specialist,33,college,single,mobile,March,12,80,4,unidentified,1
administrative_staff,35,high_school,married,mobile,July,10,147,1,unidentified,0
manual_worker,50,elementary_school,married,landline,August,7,430,4,unidentified,0
service_worker,40,high_school,single,unidentified,May,12,400,3,unidentified,0
retired_worker,79,high_school,married,landline,March,9,303,9,unidentified,1
administrative_staff,37,high_school,married,mobile,May,27,242,1,successful,1
technical_specialist,39,college,single,mobile,February,2,83,3,unidentified,0
technical_specialist,27,high_school,divorced,mobile,May,22,449,1,unidentified,1
technical_specialist,57,high_school,married,landline,May,15,22,7,unsuccessful,0
executive,52,college,married,mobile,July,30,161,6,unidentified,0
retired_worker,90,elementary_school,divorced,landline,March,3,557,1,unidentified,1
service_worker,37,high_school,single,unidentified,May,7,130,1,unidentified,0
business_owner,37,college,married,mobile,July,24,568,3,unidentified,0
executive,31,college,single,mobile,August,8,669,2,unidentified,1
manual_worker,37,unidentified,married,mobile,May,14,343,2,unidentified,0
manual_worker,29,unidentified,married,mobile,May,6,422,1,unsuccessful,0
domestic_worker,38,high_school,divorced,mobile,July,7,97,3,unidentified,0
manual_worker,44,high_school,married,mobile,January,30,334,1,unidentified,0
manual_worker,31,high_school,single,mobile,July,7,719,2,unidentified,1
administrative_staff,46,high_school,single,unidentified,May,13,104,2,unidentified,0
business_owner,45,unidentified,married,mobile,July,10,804,1,unidentified,1
technical_specialist,33,college,married,unidentified,May,26,169,4,unidentified,0
manual_worker,33,high_school,married,mobile,February,4,56,1,other_outcome,0
student,26,high_school,single,mobile,February,2,1223,2,unidentified,1
independent_worker,45,high_school,married,mobile,August,18,249,6,unidentified,0
service_worker,44,high_school,single,mobile,May,12,193,1,unidentified,1
executive,53,college,divorced,mobile,August,31,106,1,unsuccessful,0
jobless,43,elementary_school,married,mobile,May,6,45,1,unidentified,0
manual_worker,52,elementary_school,married,mobile,August,28,74,10,unidentified,0
jobless,33,college,single,mobile,February,3,22,3,unidentified,0
administrative_staff,38,high_school,single,unidentified,June,5,817,2,unidentified,1
business_owner,37,college,married,mobile,July,22,40,1,unidentified,0
manual_worker,47,high_school,married,unidentified,May,19,943,2,unidentified,1
executive,33,college,single,unidentified,May,13,155,1,unidentified,0
domestic_worker,32,elementary_school,married,unidentified,May,9,85,2,unidentified,0
